N�MERO_PEDIDO;QUANTIDADE_ENCOMENDADA; PRE�O_CADA ;N�MERO_LINHA_ORDEM; VENDA ;DATA_PEDIDO;STATUS;LINHA_PRODUTO;NOME_CLIENTE;ENDERE�O;CIDADE;PAIS;CONTATO_SOBRENOME;CONTATO_NOME;TAMANHO_NEG�CIO
10309;21; $126,22 ;6; $2.650,62 ;15/10/2019;Shipped;Motorcycles;Baane Mini Imports;Erling Skakkes gate 78;Stavern;Norway;Bergulfsen;Jonas;Small
10318;48; $134,11 ;2; $6.437,28 ;02/11/2019;Shipped;Motorcycles;Diecast Classics Inc.;7586 Pompton St.;Allentown;USA;Yu;Kyung;Medium
10329;30; $87,78 ;7; $2.633,40 ;15/11/2019;Shipped;Motorcycles;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Small
10339;27; $84,39 ;10; $2.278,53 ;23/11/2019;Shipped;Motorcycles;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Small
10362;50; $96,92 ;2; $4.846,00 ;05/01/2020;Shipped;Motorcycles;Technics Stores Inc.;9408 Furth Circle;Burlingame;USA;Hirano;Juri;Medium
10374;38; $110,45 ;6; $4.197,10 ;02/02/2020;Shipped;Motorcycles;Australian Gift Network, Co;31 Duncan St. West End;South Brisbane;Australia;Calaghan;Tony;Medium
10389;45; $102,17 ;1; $4.597,65 ;03/03/2020;Shipped;Motorcycles;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Medium
10403;46; $114,95 ;8; $5.287,70 ;08/04/2020;Shipped;Motorcycles;UK Collectables, Ltd.;Berkeley Gardens 12  Brewery;Liverpool;UK;Devon;Elizabeth;Medium
10417;35; $101,43 ;3; $3.550,05 ;13/05/2020;Disputed;Motorcycles;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10110;29; $59,37 ;15; $1.721,73 ;18/03/2018;Shipped;Classic Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Small
10123;50; $59,87 ;1; $2.993,50 ;20/05/2018;Shipped;Classic Cars;Atelier graphique;54, rue Royale;Nantes;France;Schmitt;Carine;Small
10137;26; $49,81 ;1; $1.295,06 ;10/07/2018;Shipped;Classic Cars;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Small
10148;47; $56,85 ;8; $2.671,95 ;11/09/2018;Shipped;Classic Cars;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Small
10161;23; $53,33 ;7; $1.226,59 ;17/10/2018;Shipped;Classic Cars;Heintze Collectables;Smagsloget 45;Aaarhus;Denmark;Ibsen;Palle;Small
10172;34; $42,76 ;5; $1.453,84 ;05/11/2018;Shipped;Classic Cars;Gift Depot Inc.;25593 South Bay Ln.;Bridgewater;USA;King;Julie;Small
10181;34; $53,83 ;1; $1.830,22 ;12/11/2018;Shipped;Classic Cars;Herkku Gifts;Drammen 121, PR 744 Sentrum;Bergen;Norway;Oeztan;Veysel;Small
10192;47; $53,83 ;6; $2.530,01 ;20/11/2018;Shipped;Classic Cars;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Small
10204;45; $49,81 ;12; $2.241,45 ;02/12/2018;Shipped;Classic Cars;Muscle Machine Inc;4092 Furth Circle;NYC;USA;Young;Jeff;Small
10212;45; $53,33 ;5; $2.399,85 ;16/01/2019;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10226;36; $43,27 ;3; $1.557,72 ;26/02/2019;Shipped;Classic Cars;Collectable Mini Designs Co.;361 Furth Circle;San Diego;USA;Thompson;Valarie;Small
10241;21; $40,25 ;10; $845,25 ;13/04/2019;Shipped;Classic Cars;Mini Caravy;24, place Kluber;Strasbourg;France;Citeaux;Frederique;Small
10266;28; $48,30 ;1; $1.352,40 ;06/07/2019;Shipped;Classic Cars;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Small
10278;35; $45,28 ;1; $1.584,80 ;06/08/2019;Shipped;Classic Cars;Signal Gift Stores;8489 Strong St.;Las Vegas;USA;King;Sue;Small
10288;50; $52,32 ;13; $2.616,00 ;01/09/2019;Shipped;Classic Cars;Handji Gifts& Co;Village Close - 106 Linden Road Sandown;Singapore;Singapore;Victorino;Wendy;Small
10301;22; $51,32 ;3; $1.129,04 ;05/10/2018;Shipped;Classic Cars;Norway Gifts By Mail, Co.;Drammensveien 126 A, PB 744 Sentrum;Oslo;Norway;Klaeboe;Jan;Small
10311;45; $49,30 ;8; $2.218,50 ;16/10/2019;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10321;48; $42,26 ;5; $2.028,48 ;04/11/2019;Shipped;Classic Cars;FunGiftIdeas.com;1785 First Street;New Bedford;USA;Benitez;Violeta;Small
10332;20; $87,96 ;5; $1.759,20 ;17/11/2019;Shipped;Classic Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Small
10343;27; $36,21 ;6; $977,67 ;24/11/2019;Shipped;Classic Cars;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Small
10367;38; $38,50 ;11; $1.463,00 ;12/01/2020;Resolved;Classic Cars;Toys4GrownUps.com;78934 Hillside Dr.;Pasadena;USA;Young;Julie;Small
10379;32; $124,08 ;3; $3.970,56 ;10/02/2020;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10407;64; $40,25 ;10; $2.576,00 ;22/04/2020;On Hold;Classic Cars;The Sharp Gifts Warehouse;3086 Ingle Ln.;San Jose;USA;Frick;Sue;Small
10420;37; $60,37 ;13; $2.233,69 ;29/05/2020;In Process;Classic Cars;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Small
10106;28; $88,63 ;4; $2.481,64 ;17/02/2018;Shipped;Planes;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Small
10120;39; $119,27 ;10; $4.651,53 ;29/04/2018;Shipped;Planes;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Medium
10133;41; $94,10 ;5; $3.858,10 ;27/06/2018;Shipped;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10145;40; $87,54 ;16; $3.501,60 ;25/08/2018;Shipped;Planes;Toys4GrownUps.com;78934 Hillside Dr.;Pasadena;USA;Young;Julie;Medium
10168;49; $131,30 ;11; $6.433,70 ;28/10/2018;Shipped;Planes;Technics Stores Inc.;9408 Furth Circle;Burlingame;USA;Hirano;Juri;Medium
10210;27; $98,48 ;9; $2.658,96 ;12/01/2019;Shipped;Planes;Osaka Souveniers Co.;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;Osaka;Japan;Kentary;Mory;Small
10223;34; $106,14 ;11; $3.608,76 ;20/02/2019;Shipped;Planes;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Medium
10235;23; $96,29 ;5; $2.214,67 ;02/04/2019;Shipped;Planes;Royal Canadian Collectables, Ltd.;23 Tsawassen Blvd.;Tsawassen;Canada;Lincoln;Elizabeth;Small
10250;31; $88,63 ;6; $2.747,53 ;11/05/2019;Shipped;Planes;The Sharp Gifts Warehouse;3086 Ingle Ln.;San Jose;USA;Frick;Sue;Small
10262;34; $97,38 ;1; $3.310,92 ;24/06/2019;Cancelled;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10275;25; $95,20 ;11; $2.380,00 ;23/07/2019;Shipped;Planes;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Small
10284;22; $105,04 ;3; $2.310,88 ;21/08/2019;Shipped;Planes;Norway Gifts By Mail, Co.;Drammensveien 126 A, PB 744 Sentrum;Oslo;Norway;Klaeboe;Jan;Small
10297;32; $126,93 ;6; $4.061,76 ;16/09/2019;Shipped;Planes;Clover Collections, Co.;25 Maiden Lane;Dublin;Ireland;Cassidy;Dean;Medium
10308;31; $112,70 ;9; $3.493,70 ;15/10/2019;Shipped;Planes;Mini Classics;3758 North Pendale Street;White Plains;USA;Frick;Steve;Medium
10316;25; $114,89 ;1; $2.872,25 ;01/11/2019;Shipped;Planes;giftsbymail.co.uk;Garden House Crowther Way;Cowes;UK;Bennett;Helen;Small
10328;47; $87,54 ;14; $4.114,38 ;12/11/2019;Shipped;Planes;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Medium
10339;21; $50,65 ;7; $1.063,65 ;23/11/2019;Shipped;Planes;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Small
10353;28; $71,73 ;2; $2.008,44 ;04/12/2019;Shipped;Planes;Gift Ideas Corp.;2440 Pompton St.;Glendale;USA;Lewis;Dan;Small
10374;46; $94,10 ;3; $4.328,60 ;02/02/2020;Shipped;Planes;Australian Gift Network, Co;31 Duncan St. West End;South Brisbane;Australia;Calaghan;Tony;Medium
10386;33; $41,71 ;11; $1.376,43 ;01/03/2020;Resolved;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10398;43; $129,12 ;16; $5.552,16 ;30/03/2020;Shipped;Planes;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Medium
10401;38; $96,29 ;5; $3.659,02 ;03/04/2020;On Hold;Planes;Tekni Collectables Inc.;7476 Moss Rd.;Newark;USA;Brown;William;Medium
10416;47; $88,63 ;6; $4.165,61 ;10/05/2020;Shipped;Planes;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10101;45; $31,20 ;3; $1.404,00 ;09/01/2018;Shipped;Vintage Cars;Blauer See Auto, Co.;Lyonerstr. 34;Frankfurt;Germany;Keitel;Roland;Small
10110;20; $35,51 ;3; $710,20 ;18/03/2018;Shipped;Vintage Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Small
10124;45; $37,84 ;2; $1.702,80 ;21/05/2018;Shipped;Vintage Cars;Signal Gift Stores;8489 Strong St.;Las Vegas;USA;King;Sue;Small
10149;36; $33,19 ;7; $1.194,84 ;12/09/2018;Shipped;Vintage Cars;Signal Collectibles Ltd.;2793 Furth Circle;Brisbane;USA;Taylor;Sue;Small
10173;31; $31,53 ;9; $977,43 ;05/11/2018;Shipped;Vintage Cars;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Small
10182;39; $36,84 ;6; $1.436,76 ;12/11/2018;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10193;26; $29,21 ;10; $759,46 ;21/11/2018;Shipped;Vintage Cars;Australian Collectables, Ltd;7 Allen Street;Glen Waverly;Australia;Connery;Sean;Small
10205;32; $37,17 ;5; $1.189,44 ;03/12/2018;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10214;20; $34,19 ;3; $683,80 ;26/01/2019;Shipped;Vintage Cars;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Small
10227;42; $29,21 ;6; $1.226,82 ;02/03/2019;Shipped;Vintage Cars;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Small
10243;33; $29,54 ;1; $974,82 ;26/04/2019;Shipped;Vintage Cars;Diecast Collectables;6251 Ingle Ln.;Boston;USA;Franco;Valarie;Small
10280;20; $28,88 ;12; $577,60 ;17/08/2019;Shipped;Vintage Cars;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Small
10288;29; $38,17 ;1; $1.106,93 ;01/09/2019;Shipped;Vintage Cars;Handji Gifts& Co;Village Close - 106 Linden Road Sandown;Singapore;Singapore;Victorino;Wendy;Small
10304;23; $30,20 ;16; $694,60 ;11/10/2019;Shipped;Vintage Cars;Auto Assoc. & Cie.;67, avenue de l'Europe;Versailles;France;Tonini;Daniel;Small
10312;39; $29,54 ;13; $1.152,06 ;21/10/2019;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10322;20; $131,20 ;3; $2.624,00 ;04/11/2019;Shipped;Vintage Cars;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Small
10332;45; $81,91 ;6; $3.685,95 ;17/11/2019;Shipped;Vintage Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Medium
10344;20; $35,18 ;6; $703,60 ;25/11/2019;Shipped;Vintage Cars;Marseille Mini Autos;12, rue des Bouchers;Marseille;France;Lebihan;Laurence;Small
10356;48; $202,50 ;5; $9.720,00 ;09/12/2019;Shipped;Vintage Cars;Lyon Souveniers;27 rue du Colonel Pierre Avia;Paris;France;Da Cunha;Daniel;Large
10367;23; $36,29 ;13; $834,67 ;12/01/2020;Resolved;Vintage Cars;Toys4GrownUps.com;78934 Hillside Dr.;Pasadena;USA;Young;Julie;Small
10380;32; $70,56 ;4; $2.257,92 ;16/02/2020;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10391;33; $252,87 ;8; $8.344,71 ;09/03/2020;Shipped;Vintage Cars;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Large
10409;61; $29,54 ;1; $1.801,94 ;23/04/2020;Shipped;Vintage Cars;Handji Gifts& Co;Village Close - 106 Linden Road Sandown;Singapore;Singapore;Victorino;Wendy;Small
10420;45; $26,88 ;1; $1.209,60 ;29/05/2020;In Process;Vintage Cars;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Small
10107;38; $83,03 ;7; $3.155,14 ;24/02/2018;Shipped;Motorcycles;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Medium
10120;34; $83,79 ;5; $2.848,86 ;29/04/2018;Shipped;Motorcycles;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Small
10134;43; $83,03 ;7; $3.570,29 ;01/07/2018;Shipped;Motorcycles;Lyon Souveniers;27 rue du Colonel Pierre Avia;Paris;France;Da Cunha;Daniel;Medium
10145;47; $83,03 ;11; $3.902,41 ;25/08/2018;Shipped;Motorcycles;Toys4GrownUps.com;78934 Hillside Dr.;Pasadena;USA;Young;Julie;Medium
10158;22; $67,03 ;1; $1.474,66 ;10/10/2018;Shipped;Motorcycles;Baane Mini Imports;Erling Skakkes gate 78;Stavern;Norway;Bergulfsen;Jonas;Small
10168;29; $75,41 ;6; $2.186,89 ;28/10/2018;Shipped;Motorcycles;Technics Stores Inc.;9408 Furth Circle;Burlingame;USA;Hirano;Juri;Small
10180;28; $68,55 ;14; $1.919,40 ;11/11/2018;Shipped;Motorcycles;Daedalus Designs Imports;184, chausse de Tournai;Lille;France;Rance;Martine;Small
10188;40; $91,40 ;6; $3.656,00 ;18/11/2018;Shipped;Motorcycles;Herkku Gifts;Drammen 121, PR 744 Sentrum;Bergen;Norway;Oeztan;Veysel;Medium
10210;30; $61,70 ;4; $1.851,00 ;12/01/2019;Shipped;Motorcycles;Osaka Souveniers Co.;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;Osaka;Japan;Kentary;Mory;Small
10223;38; $69,31 ;6; $2.633,78 ;20/02/2019;Shipped;Motorcycles;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Small
10236;36; $87,60 ;3; $3.153,60 ;03/04/2019;Shipped;Motorcycles;Motor Mint Distributors Inc.;11328 Douglas Av.;Philadelphia;USA;Hernandez;Rosa;Medium
10250;32; $87,60 ;1; $2.803,20 ;11/05/2019;Shipped;Motorcycles;The Sharp Gifts Warehouse;3086 Ingle Ln.;San Jose;USA;Frick;Sue;Small
10263;37; $62,46 ;7; $2.311,02 ;28/06/2019;Shipped;Motorcycles;Gift Depot Inc.;25593 South Bay Ln.;Bridgewater;USA;King;Julie;Small
10275;30; $79,98 ;6; $2.399,40 ;23/07/2019;Shipped;Motorcycles;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Small
10285;39; $70,08 ;11; $2.733,12 ;27/08/2019;Shipped;Motorcycles;Marta's Replicas Co.;39323 Spinnaker Dr.;Cambridge;USA;Hernandez;Marta;Small
10297;32; $65,51 ;1; $2.096,32 ;16/09/2019;Shipped;Motorcycles;Clover Collections, Co.;25 Maiden Lane;Dublin;Ireland;Cassidy;Dean;Small
10308;47; $63,22 ;4; $2.971,34 ;15/10/2019;Shipped;Motorcycles;Mini Classics;3758 North Pendale Street;White Plains;USA;Frick;Steve;Small
10318;26; $86,83 ;6; $2.257,58 ;02/11/2019;Shipped;Motorcycles;Diecast Classics Inc.;7586 Pompton St.;Allentown;USA;Yu;Kyung;Small
10329;37; $94,43 ;4; $3.493,91 ;15/11/2019;Shipped;Motorcycles;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Medium
10340;55; $79,98 ;8; $4.398,90 ;24/11/2019;Shipped;Motorcycles;Enaco Distributors;Rambla de Catalu¤a, 23;Barcelona;Spain;Saavedra;Eduardo;Medium
10363;21; $171,22 ;8; $3.595,62 ;06/01/2020;Shipped;Motorcycles;Suominen Souveniers;Software Engineering Center, SEC Oy;Espoo;Finland;Suominen;Kalle;Medium
10375;23; $106,23 ;9; $2.443,29 ;03/02/2020;Shipped;Motorcycles;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Small
10389;49; $81,40 ;2; $3.988,60 ;03/03/2020;Shipped;Motorcycles;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Medium
10402;59; $87,60 ;3; $5.168,40 ;07/04/2020;Shipped;Motorcycles;Auto Canal Petit;25, rue Lauriston;Paris;France;Perrier;Dominique;Medium
10416;32; $87,60 ;1; $2.803,20 ;10/05/2020;Shipped;Motorcycles;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Small
10105;43; $147,47 ;9; $6.341,21 ;11/02/2018;Shipped;Ships;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Medium
10117;41; $126,58 ;3; $5.189,78 ;16/04/2018;Shipped;Ships;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Medium
10129;45; $133,95 ;9; $6.027,75 ;12/06/2018;Shipped;Ships;Stylish Desk Decors, Co.;35 King George;London;UK;Brown;Ann;Medium
10142;33; $102,00 ;6; $3.366,00 ;08/08/2018;Shipped;Ships;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10153;40; $136,41 ;5; $5.456,40 ;28/09/2018;Shipped;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10167;33; $115,52 ;16; $3.812,16 ;23/10/2018;Cancelled;Ships;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Medium
10177;50; $121,66 ;7; $6.083,00 ;07/11/2018;Shipped;Ships;CAF Imports;Merchants House, 27-30 Merchant's Quay;Madrid;Spain;Fernandez;Jesus;Medium
10185;30; $105,69 ;7; $3.170,70 ;14/11/2018;Shipped;Ships;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Medium
10197;41; $110,60 ;13; $4.534,60 ;26/11/2018;Shipped;Ships;Enaco Distributors;Rambla de Catalu¤a, 23;Barcelona;Spain;Saavedra;Eduardo;Medium
10208;35; $122,89 ;7; $4.301,15 ;02/01/2019;Shipped;Ships;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Medium
10221;49; $138,87 ;1; $6.804,63 ;18/02/2019;Shipped;Ships;Petit Auto;Rue Joseph-Bens 532;Bruxelles;Belgium;Dewey;Catherine;Medium
10232;46; $122,89 ;4; $5.652,94 ;20/03/2019;Shipped;Ships;giftsbymail.co.uk;Garden House Crowther Way;Cowes;UK;Bennett;Helen;Medium
10248;48; $145,01 ;10; $6.960,48 ;07/05/2019;Cancelled;Ships;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Medium
10261;36; $125,35 ;8; $4.512,60 ;17/06/2019;Shipped;Ships;Quebec Home Shopping Network;43 rue St. Laurent;Montreal;Canada;Fresnisre;Jean;Medium
10273;22; $126,58 ;11; $2.784,76 ;21/07/2019;Shipped;Ships;Petit Auto;Rue Joseph-Bens 532;Bruxelles;Belgium;Dewey;Catherine;Small
10283;42; $126,58 ;13; $5.316,36 ;20/08/2019;Shipped;Ships;Royal Canadian Collectables, Ltd.;23 Tsawassen Blvd.;Tsawassen;Canada;Lincoln;Elizabeth;Medium
10293;21; $140,09 ;2; $2.941,89 ;09/09/2019;Shipped;Ships;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Small
10306;29; $110,60 ;7; $3.207,40 ;14/10/2019;Shipped;Ships;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Medium
10315;35; $120,43 ;6; $4.215,05 ;29/10/2019;Shipped;Ships;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Medium
10326;41; $105,69 ;4; $4.333,29 ;09/11/2019;Shipped;Ships;Volvo Model Replicas, Co;Berguvsvgen  8;Lule;Sweden;Berglund;Christina;Medium
10337;29; $71,97 ;4; $2.087,13 ;21/11/2019;Shipped;Ships;Classic Legends Inc.;5905 Pompton St.;NYC;USA;Hernandez;Maria;Small
10350;34; $50,33 ;7; $1.711,22 ;02/12/2019;Shipped;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10372;37; $105,69 ;8; $3.910,53 ;26/01/2020;Shipped;Ships;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Medium
10396;49; $116,75 ;6; $5.720,75 ;23/03/2020;Shipped;Ships;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10414;23; $145,01 ;10; $3.335,23 ;06/05/2020;On Hold;Ships;Gifts4AllAges.com;8616 Spinnaker Dr.;Boston;USA;Yoshido;Juri;Medium
10101;46; $53,76 ;2; $2.472,96 ;09/01/2018;Shipped;Vintage Cars;Blauer See Auto, Co.;Lyonerstr. 34;Frankfurt;Germany;Keitel;Roland;Small
10110;39; $44,35 ;2; $1.729,65 ;18/03/2018;Shipped;Vintage Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Small
10124;22; $45,25 ;1; $995,50 ;21/05/2018;Shipped;Vintage Cars;Signal Gift Stores;8489 Strong St.;Las Vegas;USA;King;Sue;Small
10149;49; $49,28 ;6; $2.414,72 ;12/09/2018;Shipped;Vintage Cars;Signal Collectibles Ltd.;2793 Furth Circle;Brisbane;USA;Taylor;Sue;Small
10173;27; $41,22 ;8; $1.112,94 ;05/11/2018;Shipped;Vintage Cars;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Small
10182;31; $36,74 ;5; $1.138,94 ;12/11/2018;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10193;20; $50,62 ;9; $1.012,40 ;21/11/2018;Shipped;Vintage Cars;Australian Collectables, Ltd;7 Allen Street;Glen Waverly;Australia;Connery;Sean;Small
10205;24; $38,08 ;4; $913,92 ;03/12/2018;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10214;49; $47,94 ;2; $2.349,06 ;26/01/2019;Shipped;Vintage Cars;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Small
10227;24; $48,38 ;5; $1.161,12 ;02/03/2019;Shipped;Vintage Cars;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Small
10244;39; $45,25 ;9; $1.764,75 ;29/04/2019;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10255;37; $45,70 ;2; $1.690,90 ;04/06/2019;Shipped;Vintage Cars;Mini Caravy;24, place Kluber;Strasbourg;France;Citeaux;Frederique;Small
10280;45; $47,49 ;11; $2.137,05 ;17/08/2019;Shipped;Vintage Cars;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Small
10289;45; $48,38 ;4; $2.177,10 ;03/09/2019;Shipped;Vintage Cars;Herkku Gifts;Drammen 121, PR 744 Sentrum;Bergen;Norway;Oeztan;Veysel;Small
10304;44; $39,42 ;15; $1.734,48 ;11/10/2019;Shipped;Vintage Cars;Auto Assoc. & Cie.;67, avenue de l'Europe;Versailles;France;Tonini;Daniel;Small
10312;23; $37,63 ;12; $865,49 ;21/10/2019;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10322;30; $116,67 ;4; $3.500,10 ;04/11/2019;Shipped;Vintage Cars;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Medium
10332;26; $85,52 ;10; $2.223,52 ;17/11/2019;Shipped;Vintage Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Small
10345;43; $53,76 ;1; $2.311,68 ;25/11/2019;Shipped;Vintage Cars;Atelier graphique;54, rue Royale;Nantes;France;Schmitt;Carine;Small
10356;26; $31,86 ;7; $828,36 ;09/12/2019;Shipped;Vintage Cars;Lyon Souveniers;27 rue du Colonel Pierre Avia;Paris;France;Da Cunha;Daniel;Small
10367;28; $30,59 ;12; $856,52 ;12/01/2020;Resolved;Vintage Cars;Toys4GrownUps.com;78934 Hillside Dr.;Pasadena;USA;Young;Julie;Small
10380;27; $68,35 ;5; $1.845,45 ;16/02/2020;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10391;24; $168,42 ;1; $4.042,08 ;09/03/2020;Shipped;Vintage Cars;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Medium
10421;40; $45,70 ;2; $1.828,00 ;29/05/2020;In Process;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10103;36; $102,23 ;1; $3.680,28 ;29/01/2018;Shipped;Trucks and Buses;Baane Mini Imports;Erling Skakkes gate 78;Stavern;Norway;Bergulfsen;Jonas;Medium
10114;21; $139,29 ;5; $2.925,09 ;01/04/2018;Shipped;Trucks and Buses;La Corne D'abondance, Co.;265, boulevard Charonne;Paris;France;Bertrand;Marie;Small
10126;27; $126,51 ;1; $3.415,77 ;28/05/2018;Shipped;Trucks and Buses;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Medium
10140;47; $108,62 ;1; $5.105,14 ;24/07/2018;Shipped;Trucks and Buses;Technics Stores Inc.;9408 Furth Circle;Burlingame;USA;Hirano;Juri;Medium
